-3757.2,-1443.8,1067.32,1139177.57,3718.8,H
-737.,-366.8,234.5,54990.9,680.8,H
-1296.2,-445.7,450.28,202755.1,1294.3,H
-4561.,-1264.2,1409.49,1986657.64,4505.8,H
-4475.2,-1790.25,1138.59,1296386.46,4184.7,H
-5658.5,-2365.,1664.7,2771216.56,5609.2,H
-4142.8,-2222.55,1129.61,1276013.08,3994.,H
-6001.5,-3681.85,1804.27,3255385.66,5544.4,H
-6833.8,-1575.35,2178.47,4745718.31,6769.6,H
-501.8,-429.85,123.61,15280.66,324.7,H
-6123.6,-1767.9,1971.02,3884933.65,6050.1,H
-3579.,-702.15,1139.59,1298671.54,3414.4,H
-1492.3,-850.6,400.2,160156.92,1336.6,H
-6498.9,-1301.3,2360.15,5570329.42,6477.4,H
-1330.4,-686.6,492.43,242482.69,1321.6,H
-2222.8,-938.9,756.8,572740.19,2049.2,H
-5105.6,-1289.,1510.89,2282797.86,5045.7,H
-3313.2,-2275.4,874.11,764071.44,3294.5,H
-3320.4,-1380.15,926.36,858139.59,3270.,H
-2964.,-1269.,867.86,753174.3,2871.4,H
-5679.3,-1200.75,1916.17,3671718.75,5427.8,H
-6464.4,-2754.2,2127.16,4524824.75,6397.5,H
-4344.9,-1862.4,1340.64,1797307.67,4243.5,H
-3946.4,-699.8,1211.29,1467221.91,3766.4,H
-4582.2,-1607.6,1559.8,2432987.67,4376.3,H
-4101.5,-2549.4,1264.66,1599366.21,3831.5,H
-1974.3,-360.9,606.83,368236.92,1954.7,H
-7108.,-930.8,2376.76,5649009.11,7073.2,H
-6205.1,-2129.8,1754.73,3079086.42,6013.2,H
-4460.5,-3149.6,1413.59,1998239.48,4217.5,H
-4824.6,-3047.65,1447.01,2093834.14,4736.6,H
-5742.2,-2993.7,1600.43,2561370.61,5663.2,H
-915.8,-617.9,268.83,72271.38,836.,H
-5299.9,-3202.5,1617.11,2615041.12,5252.9,H
-2893.4,-629.2,1035.55,1072371.51,2770.,H
-5397.7,-2755.1,1443.63,2084061.3,5327.9,H
-8282.1,-1899.55,2685.5,7211900.04,8220.9,H
-5579.8,-1825.4,1671.19,2792892.2,5565.8,H
-4032.,-1866.4,1287.66,1658073.81,3951.2,H
-1340.,-638.2,419.47,175956.45,1298.2,S
-4763.2,-1803.2,1401.05,1962933.95,4655.,S
-3130.3,-1388.65,750.16,562742.67,2824.9,S
-2529.9,-1170.75,752.6,566413.96,2456.7,S
-1488.8,-757.9,499.72,249716.02,1478.8,S
-3803.1,-1457.4,1085.42,1178138.52,3754.7,S
-11549.6,-981.5,4059.32,16478061.69,11510.2,S
-3836.5,-1256.2,1316.84,1734066.54,3819.5,S
-2028.3,-1208.3,646.36,417776.42,1948.7,S
-7951.,-920.6,2607.61,6799606.14,7817.3,S
-1044.5,-240.9,361.09,130387.67,976.4,S
-4493.3,-1450.25,1572.3,2472139.25,4442.8,S
-4687.9,-1058.7,1407.81,1981916.85,4638.1,S
-4569.,-2266.4,1076.98,1159883.31,4306.8,S
-7868.8,-3936.6,2510.76,6303901.27,7571.3,S
-2232.9,-778.3,672.21,451866.3,2209.8,S
-2919.2,-2151.85,740.14,547811.13,2104.9,S
-2783.,-641.8,742.9,551894.09,2726.,S
-4244.,-1993.9,1216.39,1479611.64,4188.5,S
-2483.6,-1666.5,911.67,831148.07,2392.6,S
-4779.,-1512.6,1457.24,2123534.19,4757.4,S
-3509.5,-2056.1,1079.56,1165448.85,3461.6,S
-4210.,-2843.9,1191.22,1419007.79,4102.4,S
-2226.1,-991.5,561.71,315518.12,2073.2,S
-2805.9,-2064.95,994.27,988573.04,2478.8,S
-4976.5,-1570.5,1409.77,1987449.8,4922.2,S
-7239.4,-1614.7,2201.98,4848732.12,7165.4,S
-2432.3,-995.3,620.21,384666.01,2193.2,S
-2930.1,-1225.5,710.74,505156.71,2886.7,S
-1510.,-1129.7,546.18,298311.61,1503.7,S
-1890.1,-1258.85,721.38,520391.08,1814.7,S
-4553.4,-1863.,1374.21,1888455.84,4449.3,S
-3331.,-1151.5,1093.96,1196743.44,3299.5,S
-3552.,-1554.8,1168.57,1365554.38,3543.4,S
-6258.5,-1786.2,1855.17,3441671.28,6168.5,S
-6853.2,-1915.05,2192.99,4809195.75,6793.5,S
-4604.6,-2060.6,1506.76,2270321.14,4426.6,S
-3665.1,-1245.4,1136.95,1292658.99,3605.3,S
-3255.3,-1403.2,1095.83,1200846.14,3208.,S
