-468.5,-228.5,168.41,28363.27,444.8,H
-59.6,-31.4,23.03,530.16,56.4,H
-627.2,-556.6,155.44,24161.01,551.6,H
-1123.4,-651.3,270.45,73145.46,1098.6,H
-551.8,-311.7,174.8,30556.33,525.,H
-1374.7,-975.6,423.28,179164.08,1294.1,H
-1073.5,-448.2,248.42,61712.69,1003.3,H
-244.2,-212.6,55.76,3109.18,174.6,H
-653.7,-222.85,221.31,48977.22,622.4,H
-352.6,-266.8,99.72,9943.3,328.2,H
-417.4,-128.2,123.91,15352.55,413.2,H
-422.6,-262.55,117.98,13919.28,404.2,H
-835.5,-162.,272.7,74364.54,783.4,H
-1837.8,-862.2,548.16,300480.08,1592.8,H
-620.3,-263.35,188.59,35566.63,579.3,H
-1640.2,-925.,512.73,262887.28,1553.1,H
-654.8,-349.65,170.68,29132.23,488.5,H
-1030.3,-598.25,311.33,96924.01,1003.1,H
-470.,-377.7,138.36,19144.29,448.2,H
-1485.9,-1029.9,305.14,93110.32,1030.5,H
-1411.4,-429.,351.78,123748.59,1274.4,H
-809.,-276.7,269.25,72494.57,687.6,H
-1149.2,-580.95,343.93,118290.52,1123.,H
-894.,-725.4,178.91,32010.07,605.8,H
-846.,-532.1,234.73,55099.2,834.1,H
-24.4,-7.15,6.2,38.43,24.2,H
-27.,-7.45,6.06,36.75,25.8,H
-23.,-5.3,6.71,45.04,22.9,H
-26.2,-13.,8.08,65.29,24.6,H
-32.2,-14.8,8.97,80.42,31.4,H
-29.8,-10.,8.64,74.67,29.4,H
-20.9,-8.7,6.57,43.14,20.5,H
-19.9,-7.8,5.29,27.94,18.6,H
-560.,-204.4,186.06,34617.03,536.4,H
-754.5,-489.7,182.45,33289.56,635.4,H
-1194.,-656.9,407.07,165704.24,1154.4,H
-1205.1,-537.6,415.43,172584.06,1198.9,H
-1168.7,-911.1,370.33,137147.67,1121.3,H
-1415.8,-441.15,508.82,258899.91,1410.6,H
-743.9,-381.5,227.43,51724.48,708.7,S
-156.6,-83.8,35.28,1244.97,123.9,S
-504.3,-339.3,150.72,22717.99,434.6,S
-303.,-180.95,89.21,7957.69,271.,S
-379.,-101.2,128.13,16416.32,367.6,S
-1216.7,-399.3,346.98,120397.8,1178.7,S
-674.4,-385.9,161.57,26103.55,650.2,S
-86.8,-58.2,26.45,699.37,83.,S
-1125.2,-984.2,160.11,25635.15,586.8,S
-288.6,-193.7,77.47,6001.65,239.9,S
-580.4,-292.2,182.84,33430.34,553.7,S
-947.2,-364.6,304.02,92427.82,916.2,S
-437.,-232.9,119.64,14313.83,404.8,S
-998.7,-309.95,294.07,86478.07,973.7,S
-1041.2,-342.7,355.43,126333.44,1033.2,S
-118.4,-67.6,53.54,2866.51,117.7,S
-544.,-157.6,159.49,25438.54,518.8,S
-741.8,-426.55,206.34,42574.76,709.2,S
-734.1,-588.9,213.6,45626.41,709.8,S
-527.,-247.2,133.94,17938.9,408.5,S
-1246.7,-604.5,443.28,196498.29,1224.7,S
-688.1,-423.95,258.6,66874.23,675.3,S
-782.8,-352.1,247.48,61244.7,777.8,S
-412.6,-206.4,137.49,18903.89,404.3,S
-1293.2,-830.45,405.04,164057.94,1278.7,S
-166.8,-79.6,54.12,2928.49,148.3,S
-19.4,-8.4,6.15,37.83,19.3,S
-16.1,-9.9,4.74,22.43,15.1,S
-36.2,-8.7,10.95,119.8,35.2,S
-28.8,-5.8,7.97,63.5,28.2,S
-36.,-12.95,9.78,95.58,32.9,S
-17.7,-9.6,5.33,28.45,17.4,S
-1365.9,-401.,456.28,208195.71,1319.1,S
-886.7,-322.2,274.73,75478.79,848.5,S
-1086.6,-784.35,297.71,88631.1,968.6,S
-577.8,-89.4,203.07,41238.93,571.3,S
-204.6,-130.6,64.4,4147.69,204.,S
-214.4,-80.1,71.73,5144.53,214.,S
-437.6,-225.2,130.2,16951.24,422.8,S
