-1509.,-713.8,424.41,180127.9,1358.4,H
-3352.7,-451.2,1212.5,1470158.7,3349.1,H
-392.1,-217.9,140.25,19669.88,387.5,H
-892.8,-525.4,270.23,73021.9,817.8,H
-655.4,-542.6,199.01,39603.97,574.9,H
-3126.8,-523.8,896.13,803043.2,2917.3,H
-1192.5,-666.2,393.06,154496.38,1119.9,H
-298.8,-208.05,90.75,8235.56,181.5,H
-1016.5,-395.95,281.74,79376.45,970.1,H
-802.6,-557.7,206.86,42790.74,761.1,H
-2003.,-506.5,516.47,266744.61,1859.8,H
-1074.8,-499.1,261.22,68238.03,970.3,H
-1958.9,-449.35,539.58,291145.1,1616.5,H
-1394.2,-729.8,421.28,177474.25,1327.6,H
-1399.4,-451.,396.35,157090.95,1389.9,H
-1549.3,-929.9,321.22,103179.59,1018.4,H
-951.4,-297.,242.94,59017.55,881.5,H
-1188.6,-467.6,378.61,143345.66,1163.4,H
-2178.7,-538.8,775.82,601892.75,2164.,H
-666.8,-355.6,220.31,48534.53,604.7,H
-941.4,-303.9,320.05,102434.67,876.2,H
-1590.7,-976.9,397.6,158089.31,1517.6,H
-1555.2,-409.2,532.28,283321.35,1522.4,H
-1944.,-1313.9,501.54,251537.6,1847.,H
-754.9,-521.4,179.71,32295.62,743.,H
-792.8,-343.2,255.69,65378.58,776.,H
,H
-2396.6,-1647.85,539.38,290928.24,2144.7,H
-1232.3,-382.9,379.1,143718.82,1158.9,H
-1483.2,-420.1,432.29,186871.67,1479.2,H
-325.4,-226.,133.91,17930.84,320.4,H
-1313.,-635.8,400.04,160030.33,1284.8,H
-2685.4,-963.85,714.01,509804.32,2327.,H
-1249.5,-505.35,335.27,112406.19,1232.7,H
-1564.2,-1306.2,457.75,209536.16,1427.3,H
-1186.6,-346.7,340.34,115831.18,1035.4,H
-2864.6,-1443.1,715.27,511604.74,2833.3,H
-702.8,-402.5,262.95,69143.33,701.4,H
-3557.4,-941.9,996.56,993135.52,3321.3,H
-290.4,-155.2,83.94,7045.99,289.8,S
-654.8,-206.1,178.24,31770.36,651.8,S
-593.,-285.9,172.26,29674.88,583.2,S
-273.7,-193.2,84.9,7207.97,256.4,S
-995.9,-567.5,270.77,73319.02,954.7,S
-151.4,-44.7,51.41,2643.11,145.8,S
-917.9,-203.1,308.03,94881.65,892.8,S
-706.9,-409.8,254.39,64716.42,660.,S
-259.4,-193.35,60.1,3612.19,140.9,S
-231.8,-167.2,52.56,2762.45,159.5,S
-412.4,-55.55,129.75,16836.19,410.6,S
-608.2,-400.9,186.05,34614.92,605.2,S
-762.,-317.45,203.28,41321.54,733.3,S
-203.9,-129.1,52.84,2792.44,153.3,S
-577.1,-375.75,168.64,28440.03,514.8,S
-386.9,-172.9,105.43,11114.62,361.3,S
-871.7,-455.5,293.51,86151.05,862.2,S
-703.2,-415.3,220.52,48627.96,649.7,S
-56.,-29.4,26.6,707.56,53.2,S
-202.4,-173.7,55.37,3066.01,141.2,S
-554.9,-193.1,146.65,21506.3,482.5,S
-1501.8,-366.9,447.37,200141.58,1500.8,S
-994.8,-532.75,348.69,121583.,983.6,S
-1171.,-731.45,325.99,106269.74,1119.,S
-1040.8,-374.1,251.19,63096.53,1010.,S
-518.7,-246.9,123.97,15368.31,455.7,S
-306.6,-182.1,83.77,7017.17,232.2,S
-620.3,-339.9,172.49,29753.76,590.8,S
-561.,-254.7,176.07,31001.38,539.7,S
,S
-924.,-434.6,234.64,55057.18,791.5,S
-1193.9,-594.7,294.64,86810.01,1141.2,S
-746.4,-355.2,224.82,50543.49,718.1,S
-561.7,-419.5,191.44,36647.56,515.7,S
-1164.1,-334.55,316.37,100091.65,1142.2,S
-314.,-277.45,81.37,6620.54,227.5,S
-942.7,-325.2,303.74,92254.99,913.8,S
-1496.4,-734.1,352.38,124171.01,1268.8,S
-10.1,-10.1,0.,0.,0.,S
