-2379.,-607.85,674.68,455192.4,2370.1,H
-2193.9,-421.8,798.09,636944.23,2188.1,H
-2356.3,-273.15,766.45,587439.19,2317.9,H
-2053.3,-580.2,676.02,457004.25,1974.3,H
-1649.6,-747.4,494.56,244586.92,1634.5,H
-2150.9,-281.,783.46,613810.69,2111.2,H
-1477.4,-532.7,458.86,210549.34,1418.8,H
-2009.4,-926.35,711.41,506108.13,1980.,H
-951.4,-384.3,263.5,69432.46,891.2,H
-2359.2,-721.3,790.63,625103.52,2230.6,H
-1616.5,-717.2,513.37,263547.58,1604.7,H
-464.1,-195.75,123.67,15294.26,428.2,H
-1283.2,-103.6,415.43,172579.12,1271.6,H
-891.7,-206.05,290.49,84385.53,863.3,H
-763.4,-391.35,255.75,65406.38,748.8,H
-1002.,-669.6,278.96,77818.72,929.8,H
-1844.9,-559.7,569.24,324030.1,1829.9,H
-4598.,-1545.85,1790.54,3206019.34,4597.5,H
-3670.,-1504.8,1158.76,1342734.33,3505.8,H
-2493.8,-946.5,707.85,501053.39,2410.3,H
-2017.2,-1066.65,679.12,461207.16,1976.3,H
-3186.7,-2338.3,887.58,787802.76,3114.7,H
-3836.,-721.4,1027.55,1055862.02,3713.2,H
-3175.8,-321.6,1141.65,1303375.44,3087.8,H
-2696.8,-374.95,817.14,667711.75,2648.5,H
-1463.6,-830.3,430.01,184911.68,1360.9,H
-1998.4,-809.5,534.82,286031.64,1895.3,H
-1935.4,-598.2,598.61,358328.51,1737.1,H
-1798.3,-696.8,529.25,280107.3,1657.5,H
-2438.5,-1296.5,712.48,507629.95,2203.9,H
-961.6,-625.45,285.3,81395.09,899.4,H
-2322.,-1008.55,852.01,725917.73,2308.8,H
-2111.6,-1251.5,748.65,560478.73,2050.2,H
-1991.1,-876.,564.89,319103.07,1967.7,H
-2869.1,-1039.5,804.,646418.99,2862.3,H
-1908.6,-623.65,503.87,253881.8,1746.5,H
-5273.3,-1546.05,1790.47,3205773.21,5060.7,H
-1439.,-705.1,383.31,146922.76,1411.8,H
-2406.,-1195.2,765.76,586388.64,2289.6,H
-276.6,-185.2,78.21,6117.47,235.2,S
-1875.3,-775.3,523.56,274118.64,1805.2,S
-923.8,-479.,266.73,71143.64,915.7,S
-1812.,-326.4,609.68,371710.13,1808.8,S
-1332.2,-640.8,380.03,144423.5,1247.4,S
-1125.,-434.6,329.83,108789.76,1071.4,S
-1013.2,-627.85,273.46,74777.71,970.4,S
-2192.5,-726.55,779.52,607653.33,2123.8,S
-2440.4,-313.3,773.25,597914.6,2311.7,S
-1421.,-806.3,338.68,114703.51,1242.1,S
-612.5,-102.45,176.35,31099.47,600.5,S
-2116.1,-948.7,579.74,336094.15,2106.6,S
-1310.6,-726.75,382.37,146206.63,1120.5,S
-1304.1,-402.1,355.9,126662.92,1303.9,S
-1041.6,-661.7,316.31,100051.29,995.2,S
-516.9,-291.05,138.66,19225.8,433.1,S
-709.6,-212.4,221.28,48964.4,686.,S
-1402.5,-710.55,325.02,105639.56,1328.,S
-1345.4,-577.,375.43,140946.76,1314.,S
-1259.5,-574.9,391.25,153075.64,1181.5,S
-2080.6,-1476.2,653.45,427002.67,2033.3,S
-1437.4,-489.5,455.11,207129.29,1425.2,S
-3207.7,-1765.4,956.49,914867.17,3198.2,S
-1200.6,-585.35,425.84,181342.18,1188.3,S
-3326.8,-1205.,901.49,812686.63,3320.,S
-606.3,-284.2,158.78,25211.42,559.1,S
-935.4,-530.6,232.12,53878.52,840.8,S
-1922.8,-662.25,610.53,372741.07,1893.,S
-1676.,-903.6,513.4,263575.22,1670.,S
-647.3,-344.,228.7,52303.48,629.5,S
-899.,-297.05,282.63,79880.5,869.,S
-1205.3,-576.6,335.06,112266.45,1193.5,S
-574.3,-204.4,159.34,25389.5,567.2,S
-1870.6,-1158.7,664.06,440978.12,1822.9,S
-1304.6,-675.4,327.76,107426.13,1186.2,S
-3186.4,-1090.7,782.04,611587.52,2995.7,S
-2049.7,-456.6,605.03,366066.39,1871.1,S
-736.9,-458.75,208.2,43346.41,673.5,S
-22.,-6.4,6.11,37.27,20.8,S
