22,-4872.0,-2490.3,1405.02,1974080.49,4654.5,H
23,-13738.4,-12298.6,4474.0,20016710.17,13274.8,H
24,-11405.2,-6194.5,2986.23,8917548.88,10639.3,H
25,-6541.4,-3846.6,2512.37,6312002.88,6329.9,H
26,-11381.7,-7750.8,3549.01,12595503.82,11108.1,H
27,-1017.5,-571.5,331.96,110200.37,980.3,H
28,-12313.6,-2329.,3029.38,9177122.85,12152.0,H
29,-26169.0,-22507.25,7816.14,61091991.26,24013.1,H
30,-2754.4,-1960.85,964.9,931033.05,2716.4,H
31,-11096.6,-9273.3,3023.05,9138826.97,9672.7,H
32,-3110.3,-2207.1,1091.74,1191892.94,3021.5,H
33,-8847.8,-4698.3,2822.72,7967753.84,8698.7,H
34,-10591.7,-4815.4,2826.84,7991039.55,9948.6,H
35,-13199.1,-6432.4,4123.1,16999962.14,12690.3,H
36,-33100.0,-9.54e+03,11800.0,140000000.0,32900.0,H
37,-10635.0,-8344.6,2368.92,5611782.69,9072.6,H
38,-9621.0,-6117.7,3408.26,11616248.76,9608.5,H
39,-4732.8,-1639.8,1192.23,1421401.99,4590.2,S
40,-4295.2,-2517.4,1520.04,2310521.47,4235.4,S
41,-5557.8,-1844.6,1571.31,2469020.12,5442.6,S
42,-9512.2,-2364.6,2561.85,6563068.07,9354.0,S
43,-2249.8,-1452.8,694.7,482608.15,1952.1,S
44,-8829.3,-5230.55,2622.23,6876090.45,8429.4,S
45,-9301.6,-3135.3,2641.88,6979510.95,8968.8,S
46,-4380.6,-2514.7,1208.45,1460356.7,4308.7,S
47,-2855.0,-885.75,968.25,937516.98,2838.4,S
48,-5185.8,-1437.,1439.53,2072250.83,4945.9,S
49,-7087.3,-4365.,2502.52,6262592.52,6969.8,S
50,-2508.7,-1298.65,798.05,636883.63,2463.3,S
51,-7994.3,-4642.7,2020.84,4083798.77,7836.1,S
52,-10135.9,-6909.7,2606.64,6794568.11,7942.3,S
53,-5334.4,-1929.6,1496.63,2239892.7,5256.6,S
54,-3216.9,-2269.4,1064.41,1132962.74,3074.7,S
55,-7817.7,-6880.3,2610.18,6813059.2,6965.1,S
56,-3812.5,-1710.1,1192.21,1421370.86,3431.2,S
57,-7941.8,-3089.4,2848.59,8114452.81,7879.1,S
58,-3736.1,-1533.6,1076.02,1157828.27,3563.7,S
59,-3606.8,-1196.4,1190.78,1417967.97,3545.4,S
60,-3821.6,-1387.6,1083.04,1172970.75,3766.9,S
61,-4119.6,-1715.4,1040.44,1082515.38,4031.9,S
62,-9748.9,-6060.6,2748.05,7551778.73,8876.0,S
63,-4650.6,-2963.95,1385.67,1920088.29,4477.0,S
64,-7299.7,-4706.1,2123.26,4508248.41,7000.3,S
65,-603.6,-603.6,0.0,0.0,0.0,S
66,-7803.4,-2281.5,1998.77,3995096.94,7416.0,S
67,-7481.6,-5038.6,1876.56,3521491.27,6986.1,S
68,-5564.4,-3729.35,1606.19,2579835.39,5277.3,S
69,-3617.1,-2679.6,1255.45,1576155.57,3417.3,S
70,-7347.8,-4359.2,1680.53,2824194.22,5775.4,S
71,-6737.4,-3589.85,1719.52,2956754.27,5688.8,S
72,-11043.5,-9100.95,1930.93,3728496.64,7275.5,S
73,-5679.4,-3295.,1845.12,3404462.24,5649.6,S
74,-14381.6,-8323.4,4873.83,23754253.49,13922.2,S
75,-8994.6,-2395.4,2720.66,7401977.3,8561.8,S
76,-7740.6,-3978.65,2089.62,4366500.06,7247.2,S
77,-3574.0,-1268.4,1071.91,1148996.04,3461.5,S
0,-31.8,-6.55,7.08,50.13,31.0,H
1,-30.2,-7.6,9.36,87.64,29.3,H
2,-21.2,-9.05,6.6,43.55,21.0,H
3,-21.7,-7.8,6.32,39.94,20.5,H
4,-1255.3,-656.15,372.88,139043.1,1174.9,H
5,-1511.2,-387.6,439.25,192939.41,1459.3,H
6,-921.8,-353.4,270.48,73159.96,870.1,H
7,-2646.7,-393.0,944.37,891826.09,2638.8,H
8,-1403.0,-165.05,350.58,122903.64,1402.9,H
9,-1997.8,-693.8,587.09,344677.55,1954.8,H
10,-2926.9,-535.6,756.91,572916.91,2878.0,H
11,-645.8,-264.0,243.99,59533.55,632.5,H
12,-678.0,-231.5,198.29,39320.45,671.1,H
13,-1060.9,-566.75,231.58,53631.18,939.2,H
14,-1297.7,-626.65,329.64,108660.45,1276.1,H
15,-2268.4,-939.65,813.2,661288.94,2242.4,H
16,-1223.8,-202.4,398.45,158764.77,1155.2,H
17,-1161.1,-540.8,369.89,136817.87,1150.9,H
18,-425.4,-164.75,104.14,10846.14,412.6,H
19,-1838.6,-445.8,482.31,232618.55,1829.5,H
20,-1043.9,-301.25,330.62,109306.81,1028.1,H
21,-732.1,-404.8,190.4,36250.66,713.0,H
22,-1525.6,-331.25,457.99,209752.19,1516.8,H
23,-1275.7,-257.9,359.66,129354.03,1252.9,H
24,-1553.7,-470.75,449.98,202479.05,1519.3,H
25,-901.4,-195.05,210.92,44488.24,844.0,H
26,-1319.8,-352.4,454.66,206719.19,1227.8,H
27,-1059.8,-244.0,330.23,109052.82,1043.1,H
28,-729.1,-428.6,195.93,38389.32,666.6,H
29,-1578.2,-406.4,455.32,207319.49,1547.7,H
30,-1064.1,-640.8,288.81,83412.51,1003.9,H
31,-978.8,-157.0,293.0,85851.35,928.5,H
32,-1355.5,-529.2,350.94,123156.99,1312.0,H
33,-685.3,-447.8,218.31,47659.03,632.6,H
34,-1813.0,-815.9,638.41,407567.42,1733.2,H
35,-872.4,-245.75,284.98,81213.91,859.1,H
36,-1711.4,-326.3,600.99,361190.85,1674.1,H
37,-1938.0,-497.0,533.14,284236.07,1792.9,H
38,-1516.6,-460.4,565.58,319876.64,1502.4,H
39,-21.0,-7.85,5.98,35.77,20.6,S
40,-20.5,-11.5,5.73,32.85,18.8,S
41,-22.4,-13.0,6.93,48.0,22.2,S
42,-32.9,-12.15,7.75,60.05,32.3,S
43,-28.2,-12.95,10.16,103.19,27.4,S
44,-477.2,-264.95,130.7,17083.48,415.9,S
45,-454.2,-337.9,126.08,15895.17,446.4,S
46,-1515.0,-369.2,402.67,162140.44,1513.0,S
47,-486.4,-191.0,137.79,18987.07,446.4,S
48,-1103.5,-368.3,289.09,83574.13,1072.9,S
49,-479.0,-163.9,146.1,21344.5,462.8,S
50,-1706.0,-414.05,492.92,242968.41,1693.4,S
51,-1359.0,-681.1,487.73,237875.91,1353.6,S
52,-1660.8,-684.1,550.83,303416.83,1642.9,S
53,-892.2,-354.35,304.16,92514.74,887.5,S
54,-1031.4,-456.2,373.38,139414.28,1019.1,S
55,-1527.5,-1001.55,470.18,221068.41,1516.1,S
56,-943.7,-233.5,262.41,68857.56,930.7,S
57,-1498.5,-415.5,481.42,231765.46,1430.7,S
58,-737.6,-395.3,234.23,54863.29,724.0,S
59,-279.0,-148.0,86.48,7478.35,263.9,S
60,-966.7,-634.4,298.75,89250.25,954.4,S
61,-38.0,-9.7,10.63,113.06,37.5,S
62,-1656.8,-850.4,430.59,185408.34,1559.7,S
63,-660.2,-231.8,207.93,43234.61,651.4,S
64,-1183.7,-558.0,328.6,107978.2,1116.7,S
65,-730.7,-195.0,235.78,55590.43,706.8,S
66,-1365.4,-694.3,439.48,193146.01,1348.4,S
67,-1709.3,-483.2,470.15,221036.72,1708.2,S
68,-1014.5,-645.7,299.87,89923.19,988.0,S
69,-917.0,-260.0,239.8,57505.14,885.6,S
70,-299.7,-113.8,85.55,7318.67,296.0,S
71,-1131.7,-830.0,349.79,122354.83,981.8,S
72,-816.0,-337.8,245.69,60365.34,810.3,S
73,-614.8,-338.9,234.47,54976.12,602.1,S
74,-663.6,-112.1,219.6,48226.11,634.3,S
75,-577.1,-243.6,122.26,14946.91,517.9,S
76,-756.4,-369.25,260.7,67965.08,750.7,S
77,-238.9,-119.45,72.63,5275.66,209.0,S
0,-3757.2,-1443.8,1067.32,1139177.57,3718.8,H
1,-737.0,-366.8,234.5,54990.9,680.8,H
2,-1296.2,-445.7,450.28,202755.1,1294.3,H
3,-4561.0,-1264.2,1409.49,1986657.64,4505.8,H
4,-4475.2,-1790.25,1138.59,1296386.46,4184.7,H
5,-5658.5,-2365.0,1664.7,2771216.56,5609.2,H
6,-4142.8,-2222.55,1129.61,1276013.08,3994.0,H
7,-6001.5,-3681.85,1804.27,3255385.66,5544.4,H
8,-6833.8,-1575.35,2178.47,4745718.31,6769.6,H
9,-501.8,-429.85,123.61,15280.66,324.7,H
10,-6123.6,-1767.9,1971.02,3884933.65,6050.1,H
11,-3579.0,-702.15,1139.59,1298671.54,3414.4,H
12,-1492.3,-850.6,400.2,160156.92,1336.6,H
13,-6498.9,-1301.3,2360.15,5570329.42,6477.4,H
14,-1330.4,-686.6,492.43,242482.69,1321.6,H
15,-2222.8,-938.9,756.8,572740.19,2049.2,H
16,-5105.6,-1289.0,1510.89,2282797.86,5045.7,H
17,-3313.2,-2275.4,874.11,764071.44,3294.5,H
18,-3320.4,-1380.15,926.36,858139.59,3270.0,H
19,-2964.0,-1269.0,867.86,753174.3,2871.4,H
20,-5679.3,-1200.75,1916.17,3671718.75,5427.8,H
21,-6464.4,-2754.2,2127.16,4524824.75,6397.5,H
22,-4344.9,-1862.4,1340.64,1797307.67,4243.5,H
23,-3946.4,-699.8,1211.29,1467221.91,3766.4,H
24,-4582.2,-1607.6,1559.8,2432987.67,4376.3,H
25,-4101.5,-2549.4,1264.66,1599366.21,3831.5,H
26,-1974.3,-360.9,606.83,368236.92,1954.7,H
