2889432,2889432,2889432,2889432,2889432,2889432,2889432,2889432,2889432,2889432,2889432,2888977,2888601,2888478,2888478,2888352,2888139,2888393,2888458,2888458,2889545,2890902,2891136,2891516,2891516,2891064,2891760,2892074,2891861,2891861,2891605,2891328,2890934,2890934,2890934,2890934,2890934,2890934,2890934,2890934,2890934,2890934,2890934,M
2917310,2917310,2917310,2917310,2917310,2917310,2917310,2917310,2917310,2916685,2916685,2916604,2916022,2915880,2915596,2915596,2915550,2915251,2915144,2914527,2914527,2914588,2914324,2913398,2912697,2912697,2912043,2911006,2910019,2908992,2908992,2908186,2907566,2906764,2906764,2906764,2906764,2906764,2906764,2906764,2906764,2906764,2906764,S
2899495,2899495,2899495,2898503,2898133,2897500,2896842,2896842,2896477,2896430,2896122,2896041,2896041,2895969,2896105,2896379,2895878,2895878,2895926,2896403,2897676,2899041,2899041,2900039,2900714,2900077,2899260,2899260,2898323,2897617,2897176,2896634,2896634,2896183,2895980,2895896,2896143,2896143,2896428,2896564,2897073,2897504,2897504,H
2878282,2878282,2878282,2878959,2879689,2880105,2881126,2881126,2881713,2881464,2881388,2881254,2881254,2881256,2881589,2882110,2882693,2882693,2883011,2883354,2884079,2884582,2884582,2885096,2885824,2886159,2886103,2886103,2885758,2885369,2883990,2883760,2883760,2883720,2884355,2884988,2885276,2885276,2885778,2886353,2886735,2886735,2886735,S
2893612,2893612,2893612,2893612,2893612,2893612,2893612,2893401,2893401,2893591,2893620,2893999,2894371,2894371,2894868,2895447,2895895,2895731,2895731,2895021,2893203,2892516,2891901,2891901,2890718,2890229,2890478,2890985,2890985,2891190,2891756,2892624,2893572,2893572,2894433,2895178,2896134,2896134,2896134,2896134,2896134,2896134,2896134,H
2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2889800,2888902,2887640,2886746,2886891,2886891,2886416,2887168,2887500,2887825,2887825,2888028,2888938,2889946,2890391,2890391,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,2890838,M
2889440,2889440,2889440,2889440,2889440,2889440,2889440,2889440,2890100,2890813,2891701,2892572,2892572,2893365,2894350,2895425,2895701,2895701,2895391,2893517,2892789,2892323,2892323,2892794,2893399,2893455,2893824,2893824,2895468,2897384,2899427,2900679,2900679,2902069,2902576,2902576,2902576,2902576,2902576,2902576,2902576,2902576,2902576,H
2883914,2883914,2883914,2883914,2883914,2883914,2883914,2883914,2883914,2883914,2883914,2883210,2882645,2882118,2881582,2881582,2881593,2881728,2881881,2881549,2881549,2881886,2882299,2882593,2881438,2881438,2880584,2879985,2879195,2878432,2878432,2877865,2877337,2877337,2877337,2877337,2877337,2877337,2877337,2877337,2877337,2877337,2877337,S
2855931,2855931,2855931,2855931,2855931,2855931,2855931,2856042,2856395,2856916,2856916,2857490,2858582,2859319,2860142,2860142,2861171,2862085,2861284,2860070,2860070,2858582,2858123,2858219,2858950,2858950,2859428,2860189,2861084,2862325,2862325,2863139,2864448,2865408,2866403,2866403,2866403,2866403,2866403,2866403,2866403,2866403,2866403,M
2794779,2795250,2795890,2795890,2795898,2795530,2795142,2794843,2794843,2794536,2794023,2793774,2793379,2793379,2793000,2793045,2792979,2793146,2793146,2793666,2794290,2795082,2795913,2795913,2796540,2797169,2797350,2797521,2797521,2797810,2797894,2797925,2798022,2798022,2797630,2797453,2797512,2797718,2797718,2797686,2797886,2797767,2798027,M
2707860,2707768,2707768,2707664,2707680,2707667,2707740,2707740,2707958,2708534,2709468,2710744,2710744,2712349,2713549,2714821,2715698,2715698,2716427,2716654,2716279,2715855,2715855,2715762,2715805,2716015,2716176,2716176,2716350,2716802,2717180,2717677,2717677,2718238,2719048,2719696,2720408,2720408,2721153,2721946,2722527,2722148,2722148,S
2715318,2714858,2715109,2716719,2719209,2719209,2721885,2724090,2725974,2727614,2727614,2728845,2729750,2729876,2729218,2729218,2728274,2727193,2726512,2726028,2726028,2726038,2726177,2726723,2727674,2727674,2729304,2730991,2733037,2733309,2733309,2733864,2736247,2740762,2744927,2744927,2748664,2751923,2754770,2757143,2757143,2759124,2760892,H
2712565,2712565,2712087,2711788,2711788,2711618,2711855,2712174,2712424,2712424,2712500,2712764,2713169,2713343,2713343,2713090,2712456,2711543,2711056,2711056,2710610,2710503,2710582,2710669,2710669,2711211,2711923,2712851,2713714,2713714,2714508,2715323,2715875,2716382,2716382,2716197,2715276,2714422,2713699,2713699,2713109,2712621,2712621,S
2725823,2725173,2725173,2724627,2723806,2723013,2721652,2721652,2720160,2718484,2716565,2714720,2714720,2713150,2711772,2710609,2709726,2709726,2709201,2708423,2707864,2707625,2707625,2707565,2707386,2707145,2707292,2707292,2708041,2708445,2708739,2709677,2709677,2710400,2710957,2711304,2711789,2711789,2711733,2711915,2712061,2712038,2712038,H
2733534,2733060,2732860,2732860,2732399,2731490,2729815,2728361,2728361,2726935,2725423,2724121,2722764,2722764,2720938,2719055,2717475,2716171,2716171,2714984,2714009,2713387,2712508,2712508,2711811,2711171,2709679,2707852,2707852,2706220,2705162,2704426,2704365,2704365,2704329,2704009,2703714,2703455,2703455,2702832,2702220,2701874,2701425,M
2739652,2739322,2739322,2739127,2739070,2738978,2738247,2738247,2737244,2736016,2735481,2734283,2734283,2733829,2732934,2732517,2732124,2732124,2732082,2732056,2732142,2731787,2731787,2731846,2732124,2732149,2732144,2732144,2731740,2732418,2732655,2733245,2733245,2733757,2734694,2735613,2735900,2735900,2736860,2738786,2741165,2744198,2744198,H
2701744,2701744,2701937,2702162,2701547,2700704,2700704,2699797,2699113,2698393,2698076,2698076,2697426,2696967,2696563,2696507,2696507,2696554,2696995,2697692,2698502,2698502,2699513,2700326,2700590,2700517,2700517,2700258,2700185,2700436,2700788,2700788,2701228,2701800,2702446,2703026,2703026,2703719,2704632,2705068,2705862,2705862,2706538,S
2725273,2725273,2723901,2722673,2721223,2719848,2719848,2718536,2717261,2716239,2715259,2715259,2714441,2713343,2712447,2711529,2711529,2710980,2710443,2709693,2708612,2708612,2707383,2706439,2705833,2705535,2705535,2704686,2704720,2705767,2706943,2706943,2708471,2709748,2710960,2711750,2712446,2712446,2713051,2713453,2713280,2712518,2712518,M
2804326,2804326,2804326,2804326,2804326,2804326,2804326,2803610,2803026,2802293,2801911,2801911,2801833,2801731,2801742,2801520,2801520,2803500,2803172,2802287,2800130,2800130,2798848,2796505,2797204,2798289,2798289,2797250,2795391,2794436,2793791,2793791,2793925,2793848,2794364,2794516,2794516,2794516,2794516,2794516,2794516,2794516,2794516,M
2733653,2733653,2733653,2733653,2733653,2733653,2732793,2732485,2731828,2731296,2731296,2730642,2730391,2730220,2729923,2729923,2729140,2727340,2725376,2723695,2723695,2721533,2719220,2718830,2718064,2718064,2718648,2718107,2717599,2716646,2716646,2716479,2716232,2716016,2716092,2716092,2716711,2716711,2716711,2716711,2716711,2716711,2716711,S
2782083,2782083,2782083,2782083,2782083,2782083,2782083,2782083,2782083,2782083,2781253,2779646,2777691,2775850,2774126,2772531,2771295,2772191,2774739,2775153,2776060,2778029,2778544,2781072,2784628,2787402,2788232,2789028,2790132,2790641,2791466,2792143,2792177,2792295,2792295,2792295,2792295,2792295,2792295,2792295,2792295,2792295,2792295,H
2732152,2732152,2732152,2732152,2732152,2732152,2732152,2732152,2732152,2732494,2732494,2732747,2733391,2734256,2735209,2735209,2736121,2737191,2738341,2738019,2738019,2736158,2733050,2730085,2727206,2727206,2724625,2723063,2721950,2721295,2721295,2720698,2720128,2719636,2719636,2719636,2719636,2719636,2719636,2719636,2719636,2719636,2719636,S
2698700,2698700,2698700,2698700,2698700,2698700,2698700,2698700,2698700,2699331,2699331,2700510,2701711,2702958,2704381,2704381,2705112,2706705,2708203,2708770,2708770,2707311,2703889,2699492,2695377,2695377,2692294,2689130,2687574,2688643,2688643,2691456,2693445,2696375,2696375,2696375,2696375,2696375,2696375,2696375,2696375,2696375,2696375,H
2774309,2774309,2774309,2774309,2774309,2774309,2774309,2774309,2773744,2773744,2773240,2772628,2772554,2772196,2772196,2772299,2772685,2772904,2770061,2770061,2769653,2766589,2762252,2758601,2758601,2758586,2759065,2760516,2761805,2761805,2764320,2766442,2769136,2772356,2772356,2772356,2772356,2772356,2772356,2772356,2772356,2772356,2772356,M
2689683,2689683,2689683,2689683,2689683,2689683,2689683,2688924,2688368,2687871,2687719,2687719,2687963,2688632,2689717,2690703,2690703,2691479,2692380,2693039,2693299,2693299,2691757,2690626,2688994,2688994,2688483,2687605,2686255,2686576,2688479,2688479,2689329,2691464,2694473,2697247,2697247,2697247,2697247,2697247,2697247,2697247,2697247,H
2715507,2715507,2715507,2715507,2715507,2715507,2715507,2715507,2715380,2715380,2715644,2715769,2716152,2716411,2716411,2717250,2717616,2718843,2719671,2719671,2720268,2720505,2718650,2717062,2717062,2714522,2712812,2711575,2711080,2711080,2710681,2711094,2711396,2712531,2712531,2712531,2712531,2712531,2712531,2712531,2712531,2712531,2712531,S
2097111,2097111,2097111,2097111,2097111,2097111,2097150,2097135,2097127,2097091,2097091,2097211,2097131,2097147,2097154,2097154,2097202,2097146,2097106,2097106,2097174,2097185,2097158,2097233,2097201,2097201,2097174,2097165,2097162,2097099,2097099,3517020,3701744,3725479,3728368,3728812,3728964,3728964,3728964,3728964,3728964,3728964,3728964,M
2865935,2865935,2866174,2867428,2868892,2868892,2872498,2875678,2878017,2878882,2878882,2879680,2883073,2883276,2883887,2883887,2878195,2865278,2851997,2841947,2841947,2834628,2828972,2823957,2818589,2818589,2815449,2812372,2809571,2807446,2807446,2806449,2809520,2817860,2830278,2830278,2838010,2846423,2852042,2855151,2855151,2859238,2861378,M
2835448,2830568,2830568,2829083,2830336,2836977,2843533,2843533,2851161,2857455,2860571,2862201,2862201,2860481,2857810,2852968,2841438,2841438,2827596,2815195,2807290,2799961,2799961,2792372,2783988,2779270,2777018,2777018,2776165,2777973,2781286,2786413,2786413,2793698,2800496,2808638,2815618,2815618,2822948,2830035,2836181,2836681,2836681,S
2802994,2797453,2791050,2783183,2776257,2768328,2761180,2753787,2747186,2740011,2732509,2723529,2712584,2703047,2695059,2685274,2677477,2673358,2669434,2668526,2669072,2668666,2667702,2669676,2671482,2675086,2683397,2689839,2690601,2694099,2695492,2697070,2697334,2690541,2692543,2699125,2710432,2721707,2733638,2745249,2753262,2760783,2768427,H
2571122,2564392,2564392,2560355,2558368,2556221,2554744,2554744,2553082,2552332,2551501,2552789,2552789,2554259,2555414,2556349,2556704,2556704,2557691,2557780,2558992,2559507,2559507,2560910,2559682,2551289,2542233,2542233,2535572,2531676,2531233,2530688,2530688,2531086,2531465,2533115,2541640,2541640,2553790,2563098,2572738,2580514,2580514,S
