2893134,2893134,2893134,2893134,2893134,2893134,2893505,2893788,2896275,2904719,2904719,2912859,2919221,2924777,2928538,2928538,2932376,2935788,2938263,2940461,2940461,2942323,2942659,2942323,2940882,2940882,2939218,2937231,2935739,2934227,2934227,2932936,2931477,2930013,2928063,2928063,2926105,2924134,2924134,2924134,2924134,2924134,2924134,H
2915835,2915835,2915835,2915835,2915835,2915835,2915835,2915835,2915835,2915835,2916410,2916946,2917527,2918320,2918320,2918993,2920758,2922430,2923694,2923694,2924267,2923840,2923574,2922753,2922753,2922195,2921745,2921563,2921563,2921538,2921383,2921419,2921701,2921701,2921701,2921701,2921701,2921701,2921701,2921701,2921701,2921701,2921701,S
2908709,2908709,2908709,2908709,2908709,2908709,2908709,2908709,2908648,2909007,2909007,2909090,2909467,2909294,2909102,2909102,2908891,2909787,2910839,2911193,2911193,2911687,2912308,2912969,2913050,2913050,2913007,2912471,2912008,2911744,2911744,2911474,2911061,2911145,2911051,2911051,2911051,2911051,2911051,2911051,2911051,2911051,2911051,M
2914226,2914226,2914226,2914226,2914226,2914226,2914226,2914226,2914226,2914226,2914226,2913231,2912630,2911868,2911323,2911323,2911733,2915344,2921195,2925565,2928756,2928756,2930654,2931390,2930770,2930770,2929775,2928893,2928354,2927436,2925631,2925631,2923642,2921926,2921926,2921926,2921926,2921926,2921926,2921926,2921926,2921926,2921926,M
2904022,2904022,2904022,2904022,2904022,2904022,2904022,2904022,2904022,2904022,2904022,2903984,2902899,2902899,2901841,2900926,2900179,2900027,2900027,2900604,2902049,2903714,2904920,2904920,2905613,2905742,2905300,2904853,2904853,2904978,2905188,2905304,2904355,2904355,2904355,2904355,2904355,2904355,2904355,2904355,2904355,2904355,2904355,S
2908173,2908173,2908173,2908173,2908173,2908173,2908173,2908173,2908173,2908173,2907735,2907747,2907622,2907559,2907559,2907689,2908785,2912828,2922729,2922729,2934607,2944254,2951872,2958057,2958057,2959332,2956587,2952084,2948051,2948051,2944756,2942722,2940075,2937698,2937698,2937698,2937698,2937698,2937698,2937698,2937698,2937698,2937698,H
2853284,2853284,2853284,2853284,2853284,2853284,2853284,2853180,2853268,2853517,2853388,2853388,2853267,2852180,2851098,2849824,2849824,2849002,2849138,2849813,2849761,2849761,2850374,2851184,2851641,2851551,2851551,2851561,2852085,2852755,2853337,2853337,2853342,2853692,2853612,2852818,2852818,2852818,2852818,2852818,2852818,2852818,2852818,S
2836304,2836304,2836304,2836304,2836304,2836304,2835879,2835829,2835713,2835751,2835751,2835748,2835736,2836027,2836321,2836321,2836776,2837292,2837440,2838801,2838801,2841725,2844717,2846995,2847788,2847788,2848383,2848430,2847964,2847171,2847171,2847125,2847359,2847857,2847983,2847983,2848523,2849013,2849863,2849863,2849863,2849863,2849863,M
2889092,2889092,2889092,2889092,2889092,2889092,2889092,2889092,2889092,2889092,2889092,2889448,2888753,2887688,2886687,2885804,2884908,2884700,2884887,2886205,2891577,2904670,2919348,2929878,2935706,2937585,2936650,2933905,2930490,2926781,2923860,2920909,2918289,2918289,2918289,2918289,2918289,2918289,2918289,2918289,2918289,2918289,2918289,H
2657361,2656566,2656566,2655971,2655435,2655176,2655104,2655104,2655123,2654682,2654118,2653075,2653075,2651968,2650699,2649458,2647801,2647801,2645737,2643864,2642045,2640256,2640256,2639174,2637479,2636257,2635289,2635289,2634255,2633513,2632891,2632256,2632256,2631478,2630711,2630996,2631503,2631503,2634125,2637184,2639480,2642127,2642127,H
2693968,2693935,2693854,2693854,2693910,2693578,2692915,2691940,2691940,2691089,2690427,2689765,2688904,2688904,2687636,2686112,2684996,2684175,2683674,2683674,2683206,2683168,2682718,2682718,2682924,2683462,2683580,2683128,2683128,2682102,2681209,2680158,2679403,2678509,2678509,2677707,2676747,2676202,2676202,2675662,2675551,2675887,2676213,S
2694302,2694302,2694302,2693499,2692402,2691673,2690600,2690600,2689012,2686957,2684696,2682702,2682702,2681079,2679586,2678359,2677322,2677322,2676386,2675772,2675816,2675771,2675771,2675966,2676098,2676657,2676655,2676655,2676872,2676804,2676208,2675231,2675231,2674536,2673888,2673532,2673219,2673219,2673430,2673468,2673747,2673747,2673747,M
2732831,2732763,2732763,2733062,2733631,2733861,2733678,2733678,2733443,2733408,2733061,2732439,2732439,2731819,2731101,2730214,2729188,2729188,2728452,2727203,2725883,2724911,2724911,2723593,2722584,2721722,2721195,2721195,2720507,2720799,2721310,2721764,2721764,2722291,2722386,2722518,2722213,2722213,2721800,2720882,2719711,2718506,2718506,M
2679552,2679639,2679741,2679741,2679589,2679701,2679327,2678277,2678277,2677262,2676200,2674952,2673935,2673935,2673043,2671888,2670763,2669828,2669828,2669065,2668666,2668363,2668235,2668235,2668489,2668679,2668733,2668630,2668630,2667791,2667002,2666325,2665994,2665994,2665872,2665839,2665956,2666268,2666268,2666590,2667099,2667577,2668209,S
